Ser Amantio di Nicolao,2642285,1
Koavf,1501381,9
BrownHairedGirl,1486023,8
BD2412,1358460,2
Rich Farmbrough,1254142,7
Tom.Reding,1210959,3
Waacstats,1108188,2
Materialscientist,1059053,3
Hmains,1047292,3
Bearcat,953537,1
Lugnuts,910086,6
Tassedethe,862420,1
Rjwilmsi,852382,3
Magioladitis,715836,2
Frietjes,656368,3
CommonsDelinker,621107,2
Dl2000,597556,5
Jevansen,593790,5
Good Olfactory,572127,1
Hugo999,570992,3
John of Reading,548306,3
Woohookitty,545442,1
Northamerica1000,524808,1
WOSlinker,500228,1
WhisperToMe,481753,1
Chris the speller,461169,3
Gilliam,455703,1
Alansohn,436367,4
Jllm06,433968,3
Bender235,431445,5
West.andrew.g,404190,1
Oshwah,404066,4
TAnthony,399658,8
Kwamikagami,398469,3
Bgwhite,393929,1
Ss112,390521,6
GiantSnowman,383237,1
Carlossuarez46,383171,1
I dream of horses,382235,6
GoingBatty,373707,5
Courcelles,366069,2
LilHelpa,362449,2
Mattythewhite,360315,1
Dr. Blofeld,359267,5
GrahamHardy,357007,3
Colonies Chris,340316,4
Dimadick,338609,3
Johnpacklambert,333440,3
Onel5969,332205,6
Niceguyedc,329235,5
TonyTheTiger,328303,5
R'n'B,327797,1
Zyxw,327020,5
William Avery,320669,5
Charles Matthews,314650,1
Red Director,312287,1
Keith D,306753,1
Gene93k,303966,3
Kante4,303147,4
GoodDay,298981,3
Ohconfucius,295335,3
Iridescent,295086,1
J.delanoy,284403,2
Jweiss11,284030,5
Plantdrew,283537,3
Trappist the monk,282525,1
Binksternet,279396,4
Markussep,278128,5
Narky Blert,275870,3
Jim1138,275329,3
Dormskirk,274730,4
Drmies,273589,4
Illegitimate Barrister,273338,4
Zackmann08,272830,4
Mlaffs,271926,1
Nyttend,270138,1
Werldwayd,269942,2
Widr,268884,2
Headbomb,265661,9
ChrisGualtieri,261444,3
Doc James,259265,2
Arjayay,255867,4
Discospinster,254706,1
The Transhumanist,253901,3
Rms125a@hotmail.com,250379,4
Dcirovic,249070,4
Another Believer,247057,8
Derek R Bullamore,243727,4
Lord Cornwallis,243372,3
Armbrust,242932,4
Grutness,241760,1
Dale Arnett,240883,1
Aboutmovies,237759,5
Djln,234294,3
Marcocapelle,233657,2
Boleyn,232734,5
Xezbeth,232154,1
SchreiberBike,231682,3
Rathfelder,231508,2
Dawynn,230481,2
MarnetteD,229676,3
Serols,228638,3
Beyond My Ken,226963,7
Aspects,225334,2
Shellwood,224594,4
Rodw,224046,6
Mjroots,223422,1
Ruigeroeland,222396,3
The Rambling Man,221745,7
Walter Görlitz,221457,2
Geregen2,215945,3
CambridgeBayWeather,215021,1
Favonian,214235,1
WereSpielChequers,214045,2
TenPoundHammer,213675,5
DGG,213596,4
Diannaa,213470,1
JJMC89,213229,2
Timrollpickering,213111,1
Gerda Arendt,212957,5
Look2See1,211872,1
All Hallow's Wraith,211592,3
CAPTAIN RAJU,211572,5
CLCStudent,210552,3
Muboshgu,210256,1
Epicgenius,209650,8
Buaidh,208730,5
Sitush,208655,6
Tigerboy1966,208647,2
Epbr123,206526,1
Richhoncho,206372,3
Starcheerspeaksnewslostwars,203771,2
Michael Hardy,202577,1
Mandarax,202049,4
NawlinWiki,201843,2
Fortdj33,200808,5
Anthony Appleyard,200465,1
Ksnow,199825,2
Tide rolls,199428,1
Alaney2k,198110,3
Chanheigeorge,196862,3
Johnbod,196200,4
Wilhelmina Will,194093,4
Graham87,193676,2
DePiep,193099,1
Number 57,192348,1
Dbachmann,191708,1
Flyer22 Reborn,191306,3
Pigsonthewing,190975,10
Doug Weller,190410,5
Philafrenzy,190196,3
KylieTastic,190053,6
Encyclopædius,189083,5
Donner60,187272,4
Dawnseeker2000,186253,6
Excirial,183860,1
Tewapack,183249,4
Marek69,183120,5
Richard Arthur Norton (1958- ),182733,1
Redrose64,182570,1
Tony1,182069,4
Cs-wolves,180778,4
Gogo Dodo,179892,1
JackofOz,179142,5
Matthew hk,176634,4
Vsmith,176352,1
Mogism,175343,1
Fayenatic london,174084,1
Khazar2,173047,3
Joeykai,172423,1
The Anome,172360,2
