2002,11,12
2002,12,2
2003,2,1
2003,3,1
2003,12,6
2004,1,3
2004,4,2
2004,5,8
2004,6,2
2004,8,3
2004,10,8
2004,11,2
2004,12,2
2005,1,2
2005,2,2
2005,3,2
2005,4,1
2005,5,9
2005,6,10
2005,7,5
2005,8,9
2005,9,10
2005,10,29
2005,11,21
2005,12,11
2006,1,18
2006,2,23
2006,3,16
2006,4,30
2006,5,39
2006,6,25
2006,7,30
2006,8,22
2006,9,17
2006,10,46
2006,11,52
2006,12,40
2007,1,32
2007,2,77
2007,3,38
2007,4,22
2007,5,27
2007,6,16
2007,7,27
2007,8,10
2007,9,22
2007,10,6
2007,11,57
2007,12,9
2008,1,20
2008,2,25
2008,3,17
2008,4,21
2008,5,20
2008,6,11
2008,7,15
2008,8,13
2008,9,26
2008,10,24
2008,11,7
2008,12,16
2009,1,14
2009,2,11
2009,3,16
2009,4,13
2009,5,14
2009,6,13
2009,7,12
2009,8,13
2009,9,22
2009,10,10
2009,11,17
2009,12,10
2010,1,17
2010,2,25
2010,3,15
2010,4,28
2010,5,24
2010,6,29
2010,7,106
2010,8,100
2010,9,129
2010,10,35
2010,11,46
2010,12,78
2011,1,39
2011,2,42
2011,3,56
2011,4,37
2011,5,70
2011,6,46
2011,7,66
2011,8,73
2011,9,77
2011,10,102
2011,11,41
2011,12,60
2012,1,77
2012,2,98
2012,3,80
2012,4,61
2012,5,58
2012,6,83
2012,7,56
2012,8,54
2012,9,54
2012,10,49
2012,11,54
2012,12,54
2013,1,55
2013,2,37
2013,3,43
2013,4,87
2013,5,62
2013,6,76
2013,7,53
2013,8,26
2013,9,60
2013,10,55
2013,11,28
2013,12,31
2014,1,51
2014,2,41
2014,3,67
2014,4,74
2014,5,62
2014,6,77
2014,7,56
2014,8,80
2014,9,53
2014,10,84
2014,11,44
2014,12,42
2015,1,58
2015,2,50
2015,3,62
2015,4,82
2015,5,33
2015,6,51
2015,7,82
2015,8,75
2015,9,114
2015,10,92
2015,11,53
2015,12,63
2016,1,56
2016,2,47
2016,3,26
2016,4,26
2016,5,42
2016,6,208
2016,7,41
2016,8,10
2016,9,27
2016,10,16
2016,11,22
2016,12,18
2017,1,68
2017,2,104
2017,3,48
2017,4,20
2017,5,68
2017,6,63
2017,7,77
2017,8,46
2017,9,46
2017,10,55
2017,11,43
2017,12,27
2018,1,14
2018,2,26
2018,3,30
2018,4,36
2018,5,31
2018,6,29
2018,7,18
2018,8,19
2018,9,20
2018,10,19
2018,11,138
2018,12,145
2019,1,52
2019,2,152
2019,3,71
2019,4,98
2019,5,61
2019,6,50
2019,7,31
2019,8,50
2019,9,39
2019,10,27
2019,11,12
2019,12,24
2020,2,3
2020,4,5
